athlete_id,ELO,counted_races,name,country,last_race,races_sequence,elo_sequence
39901,981.37245701986,1,A. Fuat Gur,,,,
14151,980.305978693231,3,A. Oguz Omur,,,,
26748,981.132620504096,1,A. Onur Kanar,,,,
8933,973.05031746782,1,Aaron Altura,,,,
12170,923.023146509915,8,Aaron Bachman,,,,
28283,989.754900294743,6,Aaron Barclay,,,,
41399,973.348142949892,1,Aaron Bradley,,,,
5673,1096.35332425521,14,Aaron Farlow,,,,
17584,1243.21964902844,39,Aaron Harris,,,,
111877,953.704505699991,4,Aaron Houghton,,,,
18603,954.21453193439,3,Aaron Kamnetz,,,,
46675,940.430320464654,3,Aaron O'Brien,,,,
55980,967.075534775392,2,Aaron Pages,,,,
114984,919.946929021631,5,Aaron Richard Hunho Kiss,,,,
10141,1292.25648557599,96,Aaron Royle,,,,
21949,930.472922742854,4,Aaron Terechovs,,,,
22325,893.642977115636,17,Aaron Thomas,,,,
5865,873.472260945252,20,Aaron Webb,,,,
167499,968.469490752656,1,Aarón Navarro Sanchez,,,,
173075,1001.14832355564,1,Ababacar Sadikh Sall,,,,
131322,973.338311275831,1,Abbas Ahad Shakir,,,,
26742,988.802014183076,2,Abbas Eyupoglu,,,,
70343,983.250415693712,1,Abd El Smeaa Belkasem El Brakiy,,,,
121683,957.210447381671,2,Abdalla Mansour,,,,
104626,863.470579900528,14,Abdallah Abushabab,,,,
137130,968.645981279452,1,Abdallah Nsabindemyi,,,,
39735,984.801028448431,1,Abdalsalam Alhussein,,,,
22132,979.958612354828,1,Abdelouahed Ibnouzahir,,,,
82912,974.672272831228,1,Abdelrahman Fouad,,,,
159028,937.762806018767,3,Abdelrahman Yasser,,,,
168796,971.070062536747,1,Abdul Salvador Arechiga Becerra,,,,
141911,949.907281412953,2,Abdulaziz Alduaij,,,,
35017,984.92783677484,1,Abdulkadir Jabanain,,,,
165616,977.771458630159,1,Abdulla Al Lqeti,,,,
118930,983.738356388052,1,Abdulla Albalooshi,,,,
118929,986.785975435671,1,Abdulla Alfalasi,,,,
92215,951.276918557612,3,Abdulla Attiya,,,,
158600,978.018840709441,1,Abdulla Shaheen Alkaabi,,,,
142314,990.592393224512,1,Abdullah Aldeyabi,,,,
121630,988.244289757215,1,Abdullah Alsharhan,,,,
163731,979.260621353218,1,Abdulrahman Abdullah H Alghamdi ,,,,
116714,980.945844157372,3,Abdulrahman Mubarak,,,,
22426,943.025664694052,2,Abdurrahm Tarakci,,,,
11221,961.292507644669,2,Abdurrahman Kale,,,,
82395,975.833926086694,1,Abdussamie El Barekimi,,,,
6512,920.506693267316,26,Abe Rogers,,,,
136411,987.663814307977,1,Abel Afonso,,,,
74302,978.16860862082,1,Abel Sousa,,,,
13926,940.969623440903,3,Abel Villalobos,,,,
10875,926.069125682887,4,Abet Biagan,,,,
144024,972.827426141516,1,Abhishek Kumar Singh,,,,
106769,897.470838727539,8,Abner Emanuel Ascui Molina,,,,
77461,923.462496515997,3,Abner Nava Alvarez,,,,
18427,1082.39164853946,25,Abraham Castellanos,,,,
10988,983.552802378301,1,Abraham Miranda,,,,
11956,991.48321462497,4,Abraham Pino,,,,
103529,1051.48120398639,12,Abraham Rodriguez Moreno,,,,
57876,954.862919032843,2,Abraham Viramontes,,,,
16030,1099.1135361482,9,Abrahm Louw,,,,
49999,982.774541530289,1,Abri Van Der Walt,,,,
136281,961.900306056755,2,Abzal Orynbek,,,,
54516,989.039142514371,1,Achim Schreiner,,,,
8182,979.000752403849,2,Adam Beckworth,,,,
32470,1313.48295903056,63,Adam Bowden,,,,
132307,942.199074938172,3,Adam Brumley,,,,
19560,934.050495740922,8,Adam Campbell,,,,
10003,1049.32642442691,22,Adam Carlton,,,,
8186,988.267982051209,4,Adam Fitzakerley,,,,
11136,985.062215373493,1,Adam Giza,,,,
47816,984.378369347678,1,Adam Lambrechts,,,,
104032,954.883979206256,4,Adam Martin,,,,
39280,998.171151924665,42,Adam Rudgley,,,,
8202,950.032436849303,2,Adam Smith,,,,
77382,975.781370936641,2,Adam Sopko,,,,
13172,945.115732416303,10,Adam Truex,,,,
9630,1004.62145489113,1,Adam Webber,,,,
142169,1053.24900687944,4,Adarsh Muralidharan Nair Sinimol,,,,
116396,986.101936689713,2,Aday Alvarez Diez De Ulzurrun,,,,
160103,1002.32825103632,1,Addard De Bastiami,,,,
21987,976.111468149934,1,Adel Masmoudi,,,,
121571,968.917870612634,1,Adilcan Adısanoğlu,,,,
161443,925.357604004124,5,Adoh Doherty,,,,
7125,966.504329851263,1,Adolfo Yaya,,,,
49864,1008.20121634844,4,Adolft Hanel,,,,
144733,975.713132907079,1,Adre Pio Catania,,,,
117011,990.240380599942,1,Adria Muñoz Illana,,,,
102406,972.428471876716,3,Adriaan Myburgh,,,,
6111,1048.25966870928,11,Adrian Cominotto,,,,
28276,985.936825534817,2,Adrian Farias,,,,
159306,980.411847764667,1,Adrian Gonzalez,,,,
17336,986.151618924231,28,Adrian Haller,,,,
103840,970.413456270393,1,Adrian Mancheño Chamorro,,,,
143345,976.539262961839,4,Adrian Martinez Bayan,,,,
106046,997.157774499913,1,Adrian Morar,,,,
151651,983.172513198864,1,Adrian Probst,,,,
55278,983.992246905572,1,Adrian Ruiz,,,,
121369,972.930606962278,7,Adrian Saez San Antonio,,,,
11138,931.341541509177,4,Adrian Szczepanski,,,,
19257,976.674329164063,2,Adrian Vazquez Fernández,,,,
124408,928.485441784116,4,Adrian Wilk,,,,
131437,1003.69964193231,2,Adrian Zgaljic,,,,
132327,970.299104228986,1,Adriano Charquet Arresgoitia,,,,
39145,959.79452856235,3,Adriano Delpodio,,,,
9920,1083.30472984557,13,Adriano Sacchetto,,,,
56550,1304.33397320653,74,Adrien Briffod,,,,
159341,1046.20913128367,5,Adrien Deharre,,,,
89798,992.6818977899,1,Adrien Germain,,,,
112719,973.912723724616,3,Afonso Do Canto,,,,
83110,979.61499426616,2,Afonso Feijão,,,,
81871,923.807473957047,4,Afonso Silvestre Garcia,,,,
74833,987.600200354753,2,Agelos Nikolinakos,,,,
68254,1004.83442173393,1,Agustin Feres,,,,
5704,940.4911815526,12,Agustin Fontes,,,,
30160,983.228805744624,1,Agustin Fontes,,,,
107633,982.142924183994,1,Agustin Hernan Gutierrez,,,,
55080,986.047012095494,2,Agustin Leiro,,,,
6731,940.856999016953,3,Ah Thiam Wong,,,,
31363,981.44625890409,1,Ahmad Akbarnejad,,,,
129619,977.686048576526,1,Ahmad Alfahim,,,,
104688,983.333107400055,1,Ahmad Alsharhan,,,,
134857,953.197176667744,2,Ahmad Arif Ibrahim,,,,
10047,961.072132304966,3,Ahmad Banna,,,,
45745,982.757846814108,1,Ahmad Jber,,,,
110937,927.718293496217,6,Ahmad Mardenli,,,,
110919,996.908940379113,1,Ahmadul B. Tahir,,,,
158968,974.027821622107,1,Ahmed Abdulmajid Sandah,,,,
39812,987.452635063942,1,Ahmed Alifalani,,,,
158592,969.72176260067,1,Ahmed Amine Ounaceur,,,,
45759,999.824513480775,1,Ahmed Khalfan Al Falah,,,,
70335,1012.34132478462,1,Ahmed Safaa El Swaedy,,,,
76011,971.015830812937,1,Ahmed Saleh,,,,
43886,825.083670580584,14,Ahmed Zaher,,,,
121349,995.994138136277,1,Ahmet Berk Koscagiz,,,,
137890,980.217499927845,1,Ahmet Can Doğan,,,,
14584,982.242724873583,2,Ahmet Celik,,,,
22430,994.916825739733,1,Ahmet Turgay,,,,
58527,976.099173633521,1,Aichlinn O'reilly,,,,
111921,957.357525393742,2,Aidan Comeau,,,,
111846,917.815379825585,4,Aidan Fuller,,,,
74214,970.485965599554,1,Aidan Katz,,,,
34722,865.237947745558,12,Aidan Nugent,,,,
74210,954.994501990862,2,Aidan Zagar,,,,
64055,997.491083281003,1,Aiden Dunster,,,,
103075,1008.63879877289,32,Aiden Longcroft-Harris,,,,
19495,979.50335415396,1,Aiden Woods,,,,
96347,987.430045660686,1,Aigars Judzis,,,,
17344,1006.21177763231,5,Ain-Alar Juhanson,,,,
103712,993.449621184208,1,Aj Baucco,,,,
17680,978.488489457897,1,Aj Lafrenz,,,,
158557,976.690465831123,1,Ajaysingh  Pal,,,,
6720,948.673770240699,2,Akhil Sekh,,,,
66247,980.779592237423,1,Akhil Sheikh,,,,
11225,960.752370613289,2,Akif Sali,,,,
64476,949.39724305014,2,Akihiro Fukunaga,,,,
60900,987.342464604912,1,Akihiro Kambe,,,,
58691,929.706829348308,3,Akihiro Yamada,,,,
31593,1020.86374344865,4,Akihisa Kobayashi,,,,
71523,983.880177240215,1,Akihito Yamashita,,,,
21861,968.679024143748,2,Akimasa Kawai,,,,
90028,975.925171020418,1,Akinari Ohta,,,,
78666,970.088075425876,1,Akinori Tateishi,,,,
124922,939.675001930437,4,Akira Fukushima,,,,
129923,968.698745283203,1,Akira Hihara,,,,
6403,940.065604654158,4,Akira Watanabe,,,,
116260,972.005328839075,1,Akira Watanabe,,,,
78674,980.754742092543,1,Akiyoshi Yamamoto,,,,
122185,943.41185364528,4,Akos Gyorffy,,,,
160735,986.436603180788,1,Alain Aubert,,,,
160879,980.946761194332,1,Alain Balmer,,,,
159994,1010.27407496408,1,Alain Bayle,,,,
151639,988.020998047349,1,Alain Benet,,,,
14061,994.427054194489,3,Alain Binsinger,,,,
151668,976.707866734218,1,Alain Bronnimann,,,,
148867,1020.96481988508,1,Alain Cothenet,,,,
148875,1019.66459415144,1,Alain Dellenbach,,,,
160941,975.167980155958,1,Alain Douillard,,,,
160946,974.012223948283,1,Alain Erignac,,,,
145460,1008.97384923045,1,Alain Gaubert,,,,
11911,957.004763261185,3,Alain Germeaux,,,,
11931,980.514152129088,1,Alain Hanf,,,,
145825,985.550515846952,1,Alain Jacqet,,,,
161002,970.400485799298,1,Alain Lenoir,,,,
149069,985.44607099117,1,Alain Lorenzati,,,,
160856,984.847438395235,1,Alain Luguet,,,,
5880,1023.77424574569,7,Alain Maier,,,,
11922,981.241424856361,1,Alain Picherit,,,,
54512,974.078103553332,1,Alain Picherit,,,,
160162,995.10477473835,1,Alain Platel,,,,
128853,992.390210503441,1,Alain Rault,,,,
160141,998.572043361375,1,Alain Rebjock,,,,
50405,1028.332765709,1,Alain Roguet,,,,
160181,991.637506115325,1,Alain Scandella,,,,
11912,988.514152129088,1,Alain Thies,,,,
33494,972.240261795035,2,Alain Thoss,,,,
159982,1012.0077092756,1,Alain Trabuc,,,,
148846,1020.28855462289,2,Alain Vigne,,,,
10595,958.905006550421,17,Alain Wuethrich,,,,
151622,994.162412188763,1,Alain Zengaffinen,,,,
151646,985.111907138258,1,Alamo Candrian,,,,
22851,998.025986522707,1,Alan Archard,,,,
75876,954.668528248911,4,Alan Carlsson,,,,
17227,983.290795091406,1,Alan Chan Chun Lung,,,,
130031,965.933783036072,1,Alan Ezequiel Suppa,,,,
5803,1002.44432979814,9,Alan Moran,,,,
14345,972.328299262956,1,Alan Morelli,,,,
10497,997.146155977395,1,Alan Rowe,,,,
82410,997.284638739788,10,Alan Webb,,,,
110418,1017.78434608261,2,Alastair Davies,,,,
72973,981.06082061943,10,Alastair Rogers,,,,
89667,946.250946523543,4,Alastair Weymouth,,,,
162516,1020.08809180862,1,Albert Askengren,,,,
125045,986.324188720147,1,Albert Frydensberg,,,,
64424,965.060893294899,1,Albert Gaspar,,,,
23652,952.439459367622,4,Albert Moreno Molins,,,,
11097,905.950752372729,19,Albert Parreño,,,,
11282,967.08874901389,2,Albert Pelaj,,,,
11006,970.43667016065,1,Albert Pelay,,,,
49826,1014.37933394327,1,Albert Rikosijev,,,,
147120,1015.55884422597,1,Albert Roukosoliev,,,,
7002,1088.6622051055,30,Alberto Alessandroni,,,,
158315,1001.36546429914,1,Alberto Bartolomeo Demarchi,,,,
6985,1133.53816270529,44,Alberto Casadei,,,,
92400,1051.41237208484,10,Alberto Castiñeira,,,,
47457,974.543436660718,1,Alberto Cebolleda Kremer,,,,
63551,955.634850062435,5,Alberto Chiodo,,,,
71090,980.082795830307,1,Alberto Degli Esposti,,,,
39873,944.096678662118,3,Alberto Della Pasqua,,,,
93675,795.4905700737,57,Alberto Eugenio Casillas Garcia,,,,
74419,1266.02869413551,33,Alberto Gonzalez Garcia,,,,
47376,997.885391443619,1,Alberto Gonzalez Gil,,,,
9934,901.27564923275,4,Alberto J. Perassi,,,,
26896,984.014412909136,2,Alberto Jorge Rodriguez,,,,
20079,993.446894389593,1,Alberto Leon,,,,
30400,999.005451939253,1,Alberto Marcellino,,,,
60758,981.136256950631,1,Alberto Martinez,,,,
82645,898.96520372264,6,Alberto Oswaldo Chumpitaz Cruz,,,,
100935,984.094631325319,2,Alberto Parrilla Ponce,,,,
49034,982.189359326516,4,Alberto Piedra,,,,
71108,979.329854653836,1,Alberto Puccetti,,,,
132552,939.123841787868,3,Alberto Reyes Morales,,,,
84309,983.318299391465,1,Alberto Romero Esteve,,,,
71111,983.094560536189,1,Alberto Rossi,,,,
14693,952.162965827534,2,Alberto Snead,,,,
16278,1004.93428810742,2,Alberto Tartaglia,,,,
10562,988.901988727199,5,Alberto Trillo,,,,
11948,840.426501178946,16,Alberto Urdaneta,,,,
45229,968.783436660718,1,Alberto Velasco Rozada,,,,
104982,994.881570353397,1,Albin Andersson,,,,
162517,991.852797690968,1,Albin Granström,,,,
144719,983.769076963023,1,Albin Reiter,,,,
165115,931.209182344184,3,Albion Ymeri,,,,
24624,1005.08113219288,2,Albuin Schwarz,,,,
145830,982.619218137029,1,Aldo Callsen,,,,
92257,825.983860332367,13,Aldrian Yu Yong Yeo,,,,
5830,1014.62323430439,24,Alec Rukosuev,,,,
80677,1009.82997723933,27,Alec Wilimovsky,,,,
71153,978.317956917196,1,Aleem Mohammed,,,,
55885,1003.40650003948,20,Aleix Domenech Guix,,,,
170962,988.222969909,1,Alejandro Arcila Marin,,,,
171510,969.548972065429,1,Alejandro Aviles,,,,
132814,970.959641442833,1,Alejandro Calderon Perez,,,,
9998,965.544627465018,2,Alejandro Capriotti Martin,,,,
52704,878.883826952274,14,Alejandro Cañas,,,,
14402,959.683455068523,3,Alejandro Cofino Rodriguez,,,,
140490,969.641108510314,2,Alejandro Dominguez Romero,,,,
170168,1005.87814232279,1,Alejandro Gomez Gonzalez,,,,
102370,999.88787473998,1,Alejandro Israel Jurado Torrez,,,,
129885,867.7828427954,8,Alejandro Madde,,,,
46540,972.366801692155,1,Alejandro Mendez,,,,
7174,988.406371749024,7,Alejandro Nicolas Chavez,,,,
157222,971.504446710118,1,Alejandro Pea De La Torre ,,,,
15052,956.640271325621,3,Alejandro Pena,,,,
39437,979.750970145219,1,Alejandro Requelme,,,,
103482,1044.81880897987,5,Alejandro Rodriguez Diez,,,,
16385,969.842437190255,2,Alejandro Romeral,,,,
169545,997.050556115897,1,Alejandro Villota,,,,
27309,979.967109005349,1,Aleksandar Arsic,,,,
67045,969.475474871854,1,Aleksandar Bozic,,,,
11088,977.024955700609,1,Aleksandar Jacimovic,,,,
81558,998.771863092094,1,Aleksandar Janevski,,,,
67339,990.743219567842,1,Aleksandar Milenkovic,,,,
70968,960.66787689402,3,Aleksandar Srandev,,,,
90173,978.645644167527,1,Aleksandar Stoqnov,,,,
160117,974.889559347835,1,Aleksandar Stosik,,,,
171042,970.206649060727,1,Aleksandar Vico,,,,
67160,978.936360377945,1,Aleksander Jalowiecki,,,,
66439,1000.64114709942,1,Aleksander Kluev,,,,
106583,970.505092648851,1,Aleksander Ott Maripuu,,,,
57928,1049.0976686801,3,Aleksandr Kudryavtsev,,,,
106994,941.400642031226,20,Aleksandr Kurishov,,,,
18576,1139.84581795984,63,Aleksandr Latin,,,,
111261,968.995930228419,11,Aleksandr Reshetnikov,,,,
147439,975.368178036996,1,Aleksandr Ryazanov,,,,
9800,930.885147623363,4,Aleksandr Suzdalev,,,,
112894,947.59514943106,3,Aleksandr Trebunskii,,,,
18953,1002.43218728292,2,Aleksandrs Kuznecovs,,,,
54255,972.844867990756,1,Aleksandrs Serovs,,,,
21323,988.373072265823,3,Aleksei Konoplev,,,,
18754,958.544083687616,4,Alen Dragolov,,,,
66343,984.608333083562,1,Alersanders Koniscevs,,,,
6164,1009.42234288596,1,Ales Lanik,,,,
21644,975.738132359644,1,Ales Novotny,,,,
49068,939.449417388447,3,Alessandro Beranger,,,,
5611,960.440445566423,46,Alessandro Bottoni,,,,
10854,1001.096661385,6,Alessandro D'Ambrosio,,,,
124900,962.135637451219,6,Alessandro De Angelis,,,,
5665,1049.14777580576,37,Alessandro De Gasperi,,,,
11060,1289.66415005312,98,Alessandro Fabian,,,,
148667,993.508403231593,1,Alessandro Gruden,,,,
20335,1016.20192678485,4,Alessandro Ridolfi,,,,
71109,1003.4239723009,1,Alessandro Robustelli,,,,
6902,961.308624900437,5,Alessandro Terranova,,,,
10851,919.624947782213,7,Alessandro Ussi,,,,
71989,987.087132714028,2,Alessio Buraccioni,,,,
107730,1142.48395852926,13,Alessio Crociani,,,,
58477,1047.70847613678,11,Alessio Fioravanti,,,,
10865,942.136568976975,4,Alessio Picco,,,,
11177,1011.8705194915,10,Alex Ascenzi,,,,
159684,982.749484169255,1,Alex Boyar,,,,
74957,1014.3325002693,2,Alex Chantler Mayne,,,,
111844,978.57134229526,1,Alex Durrant-Whyte,,,,
26716,954.668053550637,9,Alex Estrada,,,,
56021,980.928358271194,1,Alex Galarza,,,,
51433,985.52632703791,1,Alex Habecker,,,,
68715,959.847469763916,30,Alex Libin,,,,
49535,1000.67659127342,5,Alex Matchett,,,,
165855,981.087721635807,1,Alex Pozzer,,,,
167978,988.088091808615,1,Alex Rodríguez Tynninen,,,,
26905,1008.24326574421,2,Alex Sanz Garrote,,,,
33489,979.02861765618,1,Alex Schenk,,,,
71435,980.622457810488,1,Alex Schenk,,,,
156313,972.848751411941,1,Alex Spreitzer,,,,
64967,973.594178491654,1,Alex Thorley,,,,
72650,947.765766050694,5,Alex Willis,,,,
34477,939.489669792205,2,Alex Yambay,,,,
96742,1434.88902440336,27,Alex Yee,,,,
61000,975.994074175872,1,Alexa Christodouglu,,,,
14180,991.939799669346,4,Alexander Abramov,,,,
73171,977.675086238837,3,Alexander Bagazeev,,,,
144729,980.636209830156,1,Alexander Berchev,,,,
100491,970.569033799249,6,Alexander Bezugliy,,,,
79509,1009.42362782871,8,Alexander Broberg Skeltved,,,,
7743,1167.81401183943,121,Alexander Bryukhankov,,,,
92043,836.623618622854,16,Alexander Bründl,,,,
15973,1015.30789465122,1,Alexander Courtney,,,,
144694,1002.11872731267,1,Alexander Dorondov,,,,
44358,983.097137260351,2,Alexander Gomes,,,,
55474,948.520784184894,2,Alexander Hansen,,,,
39503,884.970705824204,43,Alexander Hinton,,,,
81404,945.510777842731,8,Alexander Iatcenko,,,,
6208,948.823218687427,7,Alexander Krenn,,,,
137152,1015.19623108091,1,Alexander Kull,,,,
9780,974.348652431573,1,Alexander Kurov,,,,
7746,1011.74191085854,1,Alexander Kuznetsov,,,,
20369,964.257599921826,2,Alexander Lackinger,,,,
9570,937.718608845502,4,Alexander Lewis,,,,
11368,927.276460565644,5,Alexander Litvinov,,,,
142497,990,1,Alexander Maasdijk,,,,
156298,985.976956540146,1,Alexander Merschnik,,,,
21258,1040.08118418147,11,Alexander Merzlov,,,,
49830,1010.08082648059,1,Alexander Nikulshim,,,,
7552,971.75614162926,1,Alexander Obando Lozano,,,,
122931,990.929916123862,1,Alexander Procoptchuk,,,,
151629,991.899785926137,1,Alexander Reeuwyk,,,,
16531,1018.00701584413,2,Alexander Schawalder,,,,
10926,991.418604007732,3,Alexander Schilling,,,,
155981,996.116061420066,1,Alexander Schulz,,,,
12627,979.008356744236,1,Alexander Shlosser,,,,
20136,1008.87072746735,2,Alexander Simonov,,,,
22080,999.742237682088,1,Alexander Taubert,,,,
12779,994.861984687706,6,Alexander Trappiel,,,,
113050,967.363792733471,1,Alexander Uban Figuera,,,,
58987,944.158644606322,3,Alexander Vanderlinden,,,,
31578,978.554794831513,1,Alexander Vatov,,,,
14604,977.472570542068,2,Alexandr Antipov,,,,
31423,765.614995977444,26,Alexandr Avtushko,,,,
18671,985.911204248922,2,Alexandr Deputat,,,,
50030,973.291515050025,3,Alexandr Shcherbinin,,,,
137858,996.640787263034,1,Alexandr Smirnov,,,,
6597,973.049686656871,1,Alexandr Snidcenco,,,,
26771,1044.4383031838,2,Alexandr Stupin,,,,
39521,958.188856836614,2,Alexandr Vinnitchenko,,,,
35019,974.261170108173,1,Alexandra Sio,,,,
64405,1007.23293199111,1,Alexandre Boule,,,,
33469,984.361950989513,1,Alexandre Bruncher,,,,
146720,985.076880064647,1,Alexandre Carvalho,,,,
13259,981.889718671427,1,Alexandre Dallenbach,,,,
41385,1017.96445913933,2,Alexandre Day,,,,
24610,1005.88225875962,2,Alexandre Guerin,,,,
41172,1045.23043395739,8,Alexandre Maire,,,,
10331,1086.1458855604,21,Alexandre Manzan,,,,
10358,914.061966711154,10,Alexandre Maximiliano,,,,
123727,994.565184767782,3,Alexandre Montez,,,,
55645,1013.04431167247,62,Alexandre Nobre,,,,
160137,999.872269095009,1,Alexandre Pattyn,,,,
96857,972.759210800505,4,Alexandre Picard,,,,
123566,991.407900829747,1,Alexandre Ribeiro,,,,
25950,990.353671901007,4,Alexandre Ricard,,,,
21225,1016.06242662562,1,Alexandre Richoz,,,,
9812,1005.27000074618,1,Alexandre Satanovskiy,,,,
160037,1003.05059866612,1,Alexandre Thieblemont,,,,
29181,983.256614721664,1,Alexandre Ventura,,,,
168579,1004.66818752227,1,Alexandros Dimitriou,,,,
54467,973.421977923274,1,Alexandros Diogenous,,,,
94033,929.804086386505,7,Alexandru Diaconu,,,,
92573,980.18857657785,1,Alexandru Ghica,,,,
106567,862.862797506715,15,Alexandru Ion,,,,
102839,1002.14028414473,1,Alexandru Koncz,,,,
110217,1007.63050177264,1,Alexandru Toma,,,,
50028,1002.67298417701,21,Alexey Kalistratov,,,,
30451,991.649834670689,6,Alexey Khmelevskiy,,,,
39385,974.841324553383,3,Alexey Korotkov,,,,
9793,998.434482438082,2,Alexey Tsedoev,,,,
31410,1016.0915327243,9,Alexey Tsepaev,,,,
50308,975.73445301879,1,Alexey Tuchin,,,,
15711,945.243834016661,5,Alexi Petrie,,,,
6873,954.005112485643,12,Alexis Ascah,,,,
46809,979.808050725067,1,Alexis Castillo,,,,
96698,1006.84149382876,1,Alexis Dupuy,,,,
152311,1035.53601802631,2,Alexis Gabriel Vasquez Fernandez,,,,
104338,1030.3094161249,11,Alexis Kardes,,,,
102597,1004.66919762959,3,Alexis Krug,,,,
55820,1018.19333252414,69,Alexis Lepage,,,,
128159,976.38250301238,13,Alexis Lherieau,,,,
55674,985.680353955534,1,Alexis Trujillo,,,,
61008,980.854833669543,1,Alexndre Mainguv,,,,
105460,1015.81897784533,1,Alfi Caprez,,,,
21369,1002.79160401683,4,Alfons Hamblock,,,,
110764,954.274188841941,2,Alfonso Bastos Garcia,,,,
69442,918.52612683737,7,Alfonso Magaña Mondragón,,,,
156285,1007.31028987348,1,Alfred Muhlberger,,,,
135453,967.192560444667,1,Alfred Pacabis,,,,
11147,1010.5767512445,1,Alfredo Freire,,,,
165196,978.414324831829,1,Alfredo Miguel Rodríguez Figueroa,,,,
45871,945.94409692472,2,Alfredo Nesbet,,,,
156288,997.464136027326,1,Alfredo Scarlata,,,,
10736,1043.29688581957,13,Alfréd Török,,,,
110189,959.915532212777,4,Ali Abbas Nezhad,,,,
160688,956.089870780912,2,Ali Ahmed Alkaabi,,,,
141909,977.351013914168,1,Ali Almoulah,,,,
69815,994.976502014271,1,Ali Ariel Toral Ortega,,,,
47650,931.655867902453,4,Ali Atlan,,,,
9815,895.901170224129,8,Ali Elma,,,,
26750,934.997015282555,4,Ali Karakas,,,,
70350,971.614052057349,1,Ali Khazaal,,,,
93666,971.88884473231,1,Ali Lofti,,,,
17868,982.779592237423,1,Ali Mashhadloo,,,,
47652,857.583003835538,17,Ali Mutlu,,,,
104149,955.412505041565,6,Ali Rezvani,,,,
11216,927.121654637068,7,Ali Ulus,,,,
113457,935.298114652867,6,Ali Zoobi,,,,
66354,983.905036380265,1,Aliaksander Rulski,,,,
49394,973.544520337381,4,Aliaksandr Dakhno,,,,
21671,1009.44625890409,1,Aliaksandr Kalaskou,,,,
7042,1016.0412842998,6,Aliaksandr Rylski,,,,
95491,976.135928013627,1,Aliaksandr Sharanhovich,,,,
24960,986.785531160095,46,Aliaksandr Vasilevich,,,,
7043,947.573968006723,12,Aliaksandr Yerashkov,,,,
125309,1005.04337323294,3,Alikhan Abusseit,,,,
56272,978.36722685946,1,Alirio Araujo,,,,
7788,1433.49387224686,62,Alistair Brownlee,,,,
6328,954.862801638981,3,Alistair Duffield,,,,
22407,992.977431800338,1,Alki Mazon,,,,
78373,979.716820294268,2,Alkis Kaforos,,,,
7849,987.529937728765,3,Allain Honerlage,,,,
40321,971.540039578506,1,Allam Anass,,,,
99350,889.541044434394,39,Allan Alfonso Villanueva Flores,,,,
103652,945.679994788512,2,Allan Avila Rodrigez,,,,
61020,983.769968836614,1,Allan Carter,,,,
82593,966.560353851901,2,Allan Daniel Castro,,,,
15213,1026.39075481901,3,Allan Mansson,,,,
131564,964.580443368283,7,Allan Naranjo Avendaño,,,,
56975,970.871492675771,1,Allan Scott,,,,
72004,977.48722503805,1,Allan Seagrave,,,,
111087,973.886987717986,1,Allen Joshua,,,,
151674,974.445240471591,1,Alles Lambert,,,,
47781,994.634819611938,4,Almir Martins,,,,
21622,1260.93243164899,89,Alois Knabl,,,,
166124,981.879655020313,1,Alok Khatri,,,,
123749,964.919652265196,2,Alon Cohen,,,,
110030,981.121276756634,1,Alonso Alzerreca Orellana,,,,
172421,1014.25906106121,1,Aloysius Reckyardo Mardian,,,,
85860,953.14842283735,4,Alper Tolga Köksoy,,,,
129781,970.6267814153,1,Alpha Eligon,,,,
120960,1003.91741582187,1,Alphons Stevens,,,,
173077,992.005466412786,1,Alseyni Diallo,,,,
142313,951.276971524053,4,Alshariffaisal Alharith,,,,
7838,1003.95263595773,1,Altangerel Ankhzul,,,,
41582,862.146789240958,10,Altay Oyguc,,,,
12838,1060.92688558511,12,Alun Woodward,,,,
168878,972.984315395553,1,Alvaro Amaya,,,,
103889,968.747731557044,19,Alvaro Campos Solano,,,,
116902,982.223436660718,1,Alvaro Gimenez Salinas,,,,
10029,870.426894865437,15,Alvaro Martinez,,,,
93497,941.316539653831,8,Alvaro Martínez García,,,,
22347,977.23347229774,2,Alvaro Paul Condori Bedregal,,,,
96764,979.97650905111,1,Alvaro Santos Ipabary,,,,
10629,976.741632167209,1,Alvin Alindogan,,,,
10199,994.009421119771,1,Alwyn Badenhorst,,,,
86384,965.991110208476,3,Amancio Guerrero Romero,,,,
11653,984.783436660718,1,Amand Redondo Brunet,,,,
111003,959.626364435895,3,Amarsanaa Ganbaatar,,,,
61375,969.774838159995,1,Amauri Santiago,,,,
96763,978.147937622539,1,Amed Figueroa,,,,
83831,959.722445812435,3,Amin Saghaeidehkordi,,,,
104230,927.476304743995,9,Amine Farih,,,,
57483,989.964020351072,1,Amir Bachar,,,,
10906,931.590002445883,9,Amit Fein,,,,
10904,971.779765901798,1,Amit Hirsch,,,,
41871,1037.57791708245,51,Amitai Yonah,,,,
11339,995.369638063638,2,Anar Nadzhafov,,,,
6243,1056.38146171514,14,Anastasios Dovanas,,,,
92587,953.057565266556,4,Anatole Giraud Telme,,,,
151279,1007.74570162063,1,Anatoli Bukavets,,,,
89562,1016.47214414936,2,Anatoli Novikau,,,,
11165,1001.10425170977,1,Anatoliy Makarov,,,,
14184,1075.9265634601,18,Anatoly Fedotov,,,,
12629,951.307764488709,2,Anatoly Gonago,,,,
29682,989.149484169255,1,Anatoly Korobov,,,,
78899,1020.12894695185,1,Anatoly Nesterov,,,,
